Participant,Corpus,Condition,Trail,Target_Sentence,ASR_Sentence,WER,MER,WIL
Participant10,Corpus6,D2,12,"""Hey Google, stop the music.""",stop the music,0.4,0.4,0.4
Participant10,Corpus6,D2,13,"""Hey Google, what are my reminders for this week?""",Work,1.0,1.0,1.0
Participant10,Corpus6,D2,14,"""Hey Google, snooze the alarm.""",-,1.0,1.0,1.0
Participant10,Corpus6,D2,15,"""Hey Google, what is the time?""",what is the time,0.3333333333333333,0.3333333333333333,0.33333333333333337
Participant10,Corpus6,D2,16,"""Hey Google, pause the music.""",pause the music,0.4,0.4,0.4
Participant10,Corpus6,D2,17,"""Hey Google, call My mom.""",Burgerville,1.0,1.0,1.0
Participant10,Corpus6,D2,18,"""Hey Google, what is the traffic like on the way to work?""",hey Google what is the traffic like on the way to work,0.0,0.0,0.0
Participant10,Corpus6,D2,19,"""Hey Google, play my Evening Jazz playlist.""",-,1.0,1.0,1.0
Participant10,Corpus6,D2,20,"""Hey Google, is my phone connected over Bluetooth?""",is my phone connected to Bluetooth,0.375,0.375,0.47916666666666663
Participant10,Corpus7,B2,1,"""Hey Google, play some hip hop.""",-,1.0,1.0,1.0
Participant10,Corpus7,B2,2,"""Hey Google, skip this track.""",Hello Google,0.8,0.8,0.9
Participant10,Corpus7,B2,3,"""Hey Google, turn on the Bedroom Light.""",clear Google,0.8571428571428571,0.8571428571428571,0.9285714285714286
Participant10,Corpus7,B2,4,"""Hey Google, read Women and Power.""",urban Belle,1.0,1.0,1.0
Participant10,Corpus7,B2,5,"""Hey Google, call the nearest coffee shop.""",-,1.0,1.0,1.0
Participant10,Corpus7,B2,6,"""Hey Google, How do you solve this problem?""",how do you say,0.625,0.625,0.71875
Participant10,Corpus7,B2,7,"""Hey Google, how much time is left on this chapter?""",-,1.0,1.0,1.0
Participant10,Corpus7,B2,8,"""Hey Google, Bluetooth pairing.""",hey Google,0.5,0.5,0.5
Participant10,Corpus7,B2,9,"""Hey Google, flip a coin.""",-,1.0,1.0,1.0
Participant10,Corpus7,B2,10,"""Hey Google, set a second timer for 30 (Thir-ty) minutes.""",heard of it,1.0,1.0,1.0
Participant10,Corpus7,B2,11,"""Hey Google, set the thermostat to 20 (Twenty) degrees.""",hello Google,0.8888888888888888,0.8888888888888888,0.9444444444444444
Participant10,Corpus7,B2,12,"""Hey Google, what is the time?""",hey Google what is the time,0.0,0.0,0.0
Participant10,Corpus7,B2,13,"""Hey Google, remember that I left the spare keys in the kitchen cupboard.""",Herbivore,1.0,1.0,1.0
Participant10,Corpus7,B2,14,"""Hey Google, when is Walmart open until?""",Herbivore,1.0,1.0,1.0
Participant10,Corpus7,B2,15,"""Hey Google, brighten the office lamp.""",hey Google,0.6666666666666666,0.6666666666666666,0.6666666666666667
Participant10,Corpus7,B2,16,"""Hey Google, hang up.""",hey Google,0.5,0.5,0.5
Participant10,Corpus7,B2,17,"""Hey Google, delete my reminder to pick up my dry cleaning.""",hello Google,0.9090909090909091,0.9090909090909091,0.9545454545454546
Participant10,Corpus7,B2,18,"""Hey Google, call my phone.""",hey Google,0.6,0.6,0.6
Participant10,Corpus7,B2,19,"""Hey Google, broadcast 'dinner is ready'.""",Hurdler,1.0,1.0,1.0
Participant10,Corpus7,B2,20,"""Hey Google, add apples to my shopping list.""",create a shopping list,0.75,0.75,0.875
Participant10,Corpus8,A2,1,"""Hey Google, help me relax.""",Hey Google help me relax,0.0,0.0,0.0
Participant10,Corpus8,A2,2,"""Hey Google, sing a song.""",hey Google sing a song,0.0,0.0,0.0
Participant10,Corpus8,A2,3,"""Hey Google, read a bedtime story.""",Hey Google read a bedtime story,0.0,0.0,0.0
Participant10,Corpus8,A2,4,"""Hey Google, raise the temperature three degrees.""",hey Google what is the temperature 3 degrees,0.42857142857142855,0.375,0.5535714285714286
Participant10,Corpus8,A2,5,"""Hey Google, set an alarm for 7.15am (seven-point-fifth-teen-A.M.) tomorrow morning.""",hey Google set an alarm for 7:15 a.m. tomorrow morning,0.2,0.2,0.3599999999999999
Participant10,Corpus8,A2,6,"""Hey Google, do I have any alarms set?""",hey Google do I have any alarm set,0.125,0.125,0.234375
Participant10,Corpus8,A2,7,"""Hey Google, play Money by LISA from Spotify.""",hey Google Play money by Lisa from Spotify,0.0,0.0,0.0
Participant10,Corpus8,A2,8,"""Hey Google, skip to the next chapter.""",hey Google skip to the next chapter,0.0,0.0,0.0
Participant10,Corpus8,A2,9,"""Hey Google, are there any Italian restaurants around here?""",hey Google are there any Italian restaurants around here,0.0,0.0,0.0
Participant10,Corpus8,A2,10,"""Hey Google, play some hip hop.""",hey Google play some hip hop,0.0,0.0,0.0
Participant10,Corpus8,A2,11,"""Hey Google, play some music.""",hey Google play some music,0.0,0.0,0.0
Participant10,Corpus8,A2,12,"""Hey Google, turn on all the switches.""",hey Google turn on all the switches,0.0,0.0,0.0
Participant10,Corpus8,A2,13,"""Hey Google, what's the weather like today?""",hey Google what's the weather like today,0.0,0.0,0.0
Participant10,Corpus8,A2,14,"""Hey Google, Bluetooth pairing.""",hey Google Bluetooth pairing,0.0,0.0,0.0
Participant10,Corpus8,A2,15,"""Hey Google, set the kitchen lights to 50% (Fifthy-Percent).""",hey Google set the kitchen lights to 50%,0.1111111111111111,0.1111111111111111,0.11111111111111116
Participant10,Corpus8,A2,16,"""Hey Google, how much time is left on this chapter?""",hey Google how much time is left on this chapter,0.0,0.0,0.0
Participant10,Corpus8,A2,17,"""Hey Google, help.""",hey Google help,0.0,0.0,0.0
Participant10,Corpus8,A2,18,"""Hey Google, broadcast 'dinner is ready'.""",hey Google. The dinner is ready,0.3333333333333333,0.3333333333333333,0.5555555555555556
Participant10,Corpus8,A2,19,"""Hey Google, cancel the alarm for 7.15 (Seven-Point-fifth-teen).""",hey Google cancel the alarm for 7 for 1:15,0.375,0.3333333333333333,0.5
Participant10,Corpus8,A2,20,"""Hey Google, add apples to my shopping list.""",hey Google add apples to my shopping list,0.0,0.0,0.0
Participant11,Corpus1,C1,1,"""Hey Google, read a bedtime story.""",-,1.0,1.0,1.0
Participant11,Corpus1,C1,2,"""Hey Google, did the Liverpool win yesterday?""",hey Google,0.7142857142857143,0.7142857142857143,0.7142857142857143
Participant11,Corpus1,C1,3,"""Hey Google, redi-al.""",Redial,0.6666666666666666,0.6666666666666666,0.6666666666666667
Participant11,Corpus1,C1,4,"""Hey Google, call the nearest coffee shop.""",hey Google call the nearest coffee shop,0.0,0.0,0.0
Participant11,Corpus1,C1,5,"""Hey Google, stop the music.""",hey Google stop the music,0.0,0.0,0.0
Participant11,Corpus1,C1,6,"""Hey Google, broadcast 'wake everybody up'.""",broadcast wake everybody up,0.3333333333333333,0.3333333333333333,0.33333333333333337
Participant11,Corpus1,C1,7,"""Hey Google, dim the living room lights.""",make a salad,1.0,1.0,1.0
Participant11,Corpus1,C1,8,"""Hey Google, broadcast 'dinner is ready'.""",hey Google broadcast dinner is ready,0.16666666666666666,0.16666666666666666,0.30555555555555547
Participant11,Corpus1,C1,9,"""Hey Google, turn on the Bedroom Light.""",hey Google turn on the bedroom light,0.0,0.0,0.0
Participant11,Corpus1,C1,10,"""Hey Google, broadcast 'time to leave for school'.""",hey Google broadcast time to leave for school,0.125,0.125,0.234375
Participant11,Corpus1,C1,11,"""Hey Google, stop.""",hey Google stop,0.0,0.0,0.0
Participant11,Corpus1,C1,12,"""Hey Google, play music on all the downstairs speakers.""",hey Google play music on all the downstairs speakers,0.0,0.0,0.0
Participant11,Corpus1,C1,13,"""Hey Google, play some hip hop.""",hey Google,0.6666666666666666,0.6666666666666666,0.6666666666666667
Participant11,Corpus1,C1,14,"""Hey Google, snooze the alarm.""",make the alarm,0.6,0.6,0.7333333333333334
Participant11,Corpus1,C1,15,"""Hey Google, what does an elephant sound like?""",hey Google what does an elephant sound like,0.0,0.0,0.0
Participant11,Corpus1,C1,16,"""Hey Google, remember that I left the spare keys in the kitchen cupboard.""",Hey Google remember that I left the spare key in the kitchen apart,0.15384615384615385,0.15384615384615385,0.28402366863905326
Participant11,Corpus1,C1,17,"""Hey Google, play Batman on TV.""",Google play Batman on TV,0.16666666666666666,0.16666666666666666,0.16666666666666663
Participant11,Corpus1,C1,18,"""Hey Google, what is the French word for grapefruit?""",hey Google what is the French word for grapefruit,0.0,0.0,0.0
Participant11,Corpus1,C1,19,"""Hey Google, help.""",hey Google help,0.0,0.0,0.0
Participant11,Corpus1,C1,20,"""Hey Google, what are my reminders for this week?""",what are my reminders for this week,0.2222222222222222,0.2222222222222222,0.2222222222222222
Participant11,Corpus2,D1,1,"""Hey Google, what does an elephant sound like?""",Hey Google what does an elephant sound like,0.0,0.0,0.0
Participant11,Corpus2,D1,2,"""Hey Google, remind me at 8am tomorrow to take my lunch in to work.""",Hey Google remind me at 8 a.m. tomorrow to take my lunch,0.35714285714285715,0.3333333333333333,0.40476190476190477
Participant11,Corpus2,D1,3,"""Hey Google, play some music from Spotify.""",hey Google play some music from Spotify,0.0,0.0,0.0
Participant11,Corpus2,D1,4,"""Hey Google, play Money by LISA from Spotify.""",hey Google play Spotify,0.5,0.5,0.5
Participant11,Corpus2,D1,5,"""Hey Google, flip a coin.""",how to spell apply,1.0,1.0,1.0
Participant11,Corpus2,D1,6,"""Hey Google, read Women and Power.""",Home Depot on Tower,1.0,1.0,1.0
Participant11,Corpus2,D1,7,"""Hey Google, move my music to the bedroom""","hey Google, play music to the bedroom",0.25,0.25,0.3571428571428572
Participant11,Corpus2,D1,8,"""Hey Google, read a bedtime story.""",how to fold need a bedtime story,0.6666666666666666,0.5714285714285714,0.7857142857142857
Participant11,Corpus2,D1,9,"""Hey Google, Open Spotify.""",hey Google open Spotify,0.0,0.0,0.0
Participant11,Corpus2,D1,10,"""Hey Google, raise the temperature three degrees.""",hey Google where's the temperature 3 degrees,0.42857142857142855,0.375,0.5535714285714286
Participant11,Corpus2,D1,11,"""Hey Google, hang up.""",how'd it go,1.0,1.0,1.0
Participant11,Corpus2,D1,12,"""Hey Google, broadcast 'time to leave for school'.""",Home Depot,1.0,1.0,1.0
Participant11,Corpus2,D1,13,"""Hey Google, brighten the office lamp.""",how to thaw,1.0,1.0,1.0
Participant11,Corpus2,D1,14,"""Hey Google, what is today's headlines?""",hey Google what is today's date,0.14285714285714285,0.14285714285714285,0.26530612244897966
Participant11,Corpus2,D1,15,"""Hey Google, turn on the Bedroom Light.""",hey Google turn on the bedroom light,0.0,0.0,0.0
Participant11,Corpus2,D1,16,"""Hey Google, where did I put the spare keys?""",hey Google where did I put the spare key,0.1111111111111111,0.1111111111111111,0.2098765432098766
Participant11,Corpus2,D1,17,"""Hey Google, redial.""",how to spell lie down,1.6666666666666667,1.0,1.0
Participant11,Corpus2,D1,18,"""Hey Google, are there any Italian restaurants around here?""",hey Google are there any Italian restaurants around here,0.0,0.0,0.0
Participant11,Corpus2,D1,19,"""Hey Google, call my phone.""",hey Google call my phone,0.0,0.0,0.0
Participant11,Corpus2,D1,20,"""Hey Google, do I have anything scheduled for Friday?""",hey Google do I have any things to do for Friday,0.4444444444444444,0.36363636363636365,0.505050505050505
Participant11,Corpus3,B1,1,"""Hey Google, set the thermostat to 20 (Twenty) degrees.""",-,1.0,1.0,1.0
Participant11,Corpus3,B1,2,"""Hey Google, broadcast 'dinner is ready'.""",Hey Google broadcast,0.5,0.5,0.5
Participant11,Corpus3,B1,3,"""Hey Google, set an alarm for 7.15am (seven-point-fifth-teen-A.M.) tomorrow morning.""",how to cook 5:15 a.m. tomorrow morning,0.8,0.8,0.9428571428571428
Participant11,Corpus3,B1,4,"""Hey Google, delete my reminder to pick up my dry cleaning.""",hey Google delete my reminder to pick up my dry cleaning,0.0,0.0,0.0
Participant11,Corpus3,B1,5,"""Hey Google, skip to the next chapter.""",hey Google skip to the next chapter,0.0,0.0,0.0
Participant11,Corpus3,B1,6,"""Hey Google, did the Liverpool win yesterday?""",hey Google,0.7142857142857143,0.7142857142857143,0.7142857142857143
Participant11,Corpus3,B1,7,"""Hey Google, when is it going to rain?""",hey Google when is it going to,0.125,0.125,0.125
Participant11,Corpus3,B1,8,"""Hey Google, sing a song.""",Hey Google sing a song,0.0,0.0,0.0
Participant11,Corpus3,B1,9,"""Hey Google, are there any Italian restaurants around here?""",Hey Google are there any Italian restaurants around here,0.0,0.0,0.0
Participant11,Corpus3,B1,10,"""Hey Google, start the school day""",hey Google stop next payday,0.6666666666666666,0.6666666666666666,0.8666666666666667
Participant11,Corpus3,B1,11,"""Hey Google, hang up.""",hey Google,0.5,0.5,0.5
Participant11,Corpus3,B1,12,"""Hey Google, help.""",hey Google help,0.0,0.0,0.0
Participant11,Corpus3,B1,13,"""Hey Google, broadcast 'wake everybody up'.""",hey Google broadcast make everybody up,0.16666666666666666,0.16666666666666666,0.30555555555555547
Participant11,Corpus3,B1,14,"""Hey Google, How do you solve this problem?""",hey Google how do you spell describing,0.375,0.375,0.5535714285714286
Participant11,Corpus3,B1,15,"""Hey Google, raise the temperature three degrees.""",hey Google what is the temperature create,0.5714285714285714,0.5,0.6734693877551021
Participant11,Corpus3,B1,16,"""Hey Google, stop the music.""",hey Google stop the music,0.0,0.0,0.0
Participant11,Corpus3,B1,17,"""Hey Google, read a bedtime story.""",hey Google read a bedtime story,0.0,0.0,0.0
Participant11,Corpus3,B1,18,"""Hey Google, add apples to my shopping list.""",how to go to my shopping list,0.5,0.5,0.7142857142857143
Participant11,Corpus3,B1,19,"""Hey Google, what does an elephant sound like?""",hey Google what does an elephant sound like,0.0,0.0,0.0
Participant11,Corpus3,B1,20,"""Hey Google, broadcast 'the football is about to start.""",Hey Google broadcast the football is about to stop,0.2222222222222222,0.2222222222222222,0.3950617283950617
Participant11,Corpus4,A1,1,"""Hey Google, stop the music.""",Hey Google stop the music,0.0,0.0,0.0
Participant11,Corpus4,A1,2,"""Hey Google, how many calories are in a Banana?""",hey Google how many calories are in a banana,0.0,0.0,0.0
Participant11,Corpus4,A1,3,"""Hey Google, play some music.""",hey Google play some music,0.0,0.0,0.0
Participant11,Corpus4,A1,4,"""Hey Google, flip a coin.""",hey Google flip a coin,0.0,0.0,0.0
Participant11,Corpus4,A1,5,"""Hey Google, what are my reminders for this week?""",hey Google what are my reminders for this week,0.0,0.0,0.0
Participant11,Corpus4,A1,6,"""Hey Google, what's the temperature right now?""",hey Google what's the temperature right now,0.0,0.0,0.0
Participant11,Corpus4,A1,7,"""Hey Google, show me the backdoor camera.""",hey Google show me the back door camera,0.2857142857142857,0.25,0.3571428571428572
Participant11,Corpus4,A1,8,"""Hey Google, set alarm for 8 AM tomorrow.""",set alarm for 8 a.m. tomorrow,0.25,0.25,0.25
Participant11,Corpus4,A1,9,"""Hey Google, when is it going to rain?""",hey Google,0.75,0.75,0.75
Participant11,Corpus4,A1,10,"""Hey Google, turn the living room lights to blue""",turn the living room lights to Blue,0.2222222222222222,0.2222222222222222,0.2222222222222222
Participant11,Corpus4,A1,11,"""Hey Google, snooze the alarm.""",the alarm,0.6,0.6,0.6
Participant11,Corpus4,A1,12,"""Hey Google, broadcast 'time to leave for school'.""",make a phone call for me for school,0.75,0.75,0.9375
Participant11,Corpus4,A1,13,"""Hey Google, stop.""",hey Google stop,0.0,0.0,0.0
Participant11,Corpus4,A1,14,"""Hey Google, remind me at 8am tomorrow to take my lunch in to work.""",hey Google remind me at 8 a.m. tomorrow to take my lunch into work,0.2857142857142857,0.26666666666666666,0.38265306122448983
Participant11,Corpus4,A1,15,"""Hey Google, play some music from Spotify.""",hey Google play some music from Spotify,0.0,0.0,0.0
Participant11,Corpus4,A1,16,"""Hey Google, add apples to my shopping list.""",hey Google on my shopping list,0.375,0.375,0.47916666666666663
Participant11,Corpus4,A1,17,"""Hey Google, read Women and Power.""",hey Google with woman power,0.5,0.5,0.7
Participant11,Corpus4,A1,18,"""Hey Google, when is Walmart open until?""",hey Google when is Walmart open until,0.0,0.0,0.0
Participant11,Corpus4,A1,19,"""Hey Google, turn up the sound.""",hey Google turn up the sound,0.0,0.0,0.0
Participant11,Corpus4,A1,20,"""Hey Google, cancel the alarm for 7.15 (Seven-Point-fifth-teen).""",hey Google cancel the alarm for seven 5:15 voice on Monday,0.625,0.45454545454545453,0.5909090909090909
Participant11,Corpus5,C2,1,"""Hey Google, set an alarm for 7.15am (seven-point-fifth-teen-A.M.) tomorrow morning.""",hey Google set an alarm for 3:15 a.m. tomorrow morning,0.2,0.2,0.3599999999999999
